,_mask_rate,_mask_scale,_mask_strategy,_src_merge,cola,mnli,model,mrpc,qnli,qqp,rte,scaling,sst2,stsb
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,68.13,task_arithmetic_decompose,76.85,74.53,62.02,46.57,0.28,80.73,-16.6
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,68.53,task_arithmetic_decompose,79.05,79.22,67.80000000000001,47.29,0.28,83.26,4.590000000000001
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,67.53,task_arithmetic_decompose,78.78,79.32000000000001,71.59,51.99,0.28,83.37,22.36
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.73,task_arithmetic_decompose,78.46,79.02,72.14,52.71,0.28,83.26,26.86
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.73,task_arithmetic_decompose,78.46,78.72,73.05,53.43,0.28,83.49,27.87
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.43,task_arithmetic_decompose,78.43,78.82000000000001,73.05,53.43,0.28,83.49,28.03
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.43,task_arithmetic_decompose,78.43,78.82000000000001,72.69,53.43,0.28,83.37,28.08
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.43,task_arithmetic_decompose,78.43,78.82000000000001,72.69,53.790000000000006,0.28,83.37,28.050000000000004
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.43,task_arithmetic_decompose,78.43,78.82000000000001,72.69,54.15,0.28,83.37,28.12
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.53,task_arithmetic_decompose,78.43,78.82000000000001,72.69,54.15,0.28,83.37,28.17
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.43,task_arithmetic_decompose,78.24,78.72,72.87,54.15,0.28,83.49,27.78
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.23,task_arithmetic_decompose,78.43,78.72,72.69,53.790000000000006,0.28,83.6,27.97
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.23,task_arithmetic_decompose,78.43,78.62,72.5,54.15,0.28,83.6,28.71
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,67.23,task_arithmetic_decompose,78.27,78.62,72.87,52.35,0.28,83.37,27.84
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,8.19,70.03,task_arithmetic_decompose,78.44,78.72,65.9,45.85,0.29,83.94,-6.69
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,69.03,task_arithmetic_decompose,77.07000000000001,75.52,62.99,46.57,0.29,82.91,-15.58
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,68.83,task_arithmetic_decompose,78.84,79.62,68.47,45.85,0.29,83.37,5.92
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,67.23,task_arithmetic_decompose,79.16,79.02,72.69,53.06999999999999,0.29,83.72,23.39
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.53,task_arithmetic_decompose,78.62,78.52,73.41,52.35,0.29,83.83,27.82
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.23,task_arithmetic_decompose,78.43,78.52,73.41,51.62,0.29,83.83,28.73
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.03,task_arithmetic_decompose,78.64,78.52,73.41,53.06999999999999,0.29,83.83,28.83
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.13,task_arithmetic_decompose,78.64,78.52,73.41,53.06999999999999,0.29,83.83,28.87
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.03,task_arithmetic_decompose,78.64,78.52,73.41,53.06999999999999,0.29,83.83,28.83
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.13,task_arithmetic_decompose,78.64,78.52,73.41,52.71,0.29,83.83,28.92
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.23,task_arithmetic_decompose,78.64,78.32000000000001,73.41,53.06999999999999,0.29,83.83,28.95
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,65.73,task_arithmetic_decompose,78.64,78.32000000000001,73.41,52.71,0.29,84.06,28.54
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,65.93,task_arithmetic_decompose,78.62,78.42,73.22999999999999,53.06999999999999,0.29,83.94,28.78
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,65.73,task_arithmetic_decompose,78.64,78.62,73.41,52.71,0.29,83.94,29.520000000000003
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.93,task_arithmetic_decompose,78.46,78.52,73.41,51.62,0.29,83.94,28.64
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,8.19,70.53,task_arithmetic_decompose,78.19,79.92,67.11,44.77,0.3,84.39999999999999,-5.62
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,69.73,task_arithmetic_decompose,77.23,77.52,64.25,46.57,0.3,84.17,-14.52
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,69.53,task_arithmetic_decompose,78.22,79.72,69.63000000000001,45.49,0.3,83.83,6.94
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.63,task_arithmetic_decompose,79.36999999999999,78.82000000000001,73.22999999999999,52.35,0.3,84.06,24.16
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.03,task_arithmetic_decompose,78.81,78.52,73.95,52.71,0.3,83.72,28.410000000000004
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,65.93,task_arithmetic_decompose,78.81,78.32000000000001,73.95,53.43,0.3,83.72,29.29
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,66.03,task_arithmetic_decompose,78.62,78.42,73.72,53.790000000000006,0.3,83.72,29.38
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,66.03,task_arithmetic_decompose,78.62,78.52,73.72,53.790000000000006,0.3,83.49,29.4
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,66.03,task_arithmetic_decompose,78.62,78.42,73.72,53.790000000000006,0.3,83.49,29.360000000000003
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,66.03,task_arithmetic_decompose,78.62,78.32000000000001,73.72,53.790000000000006,0.3,83.49,29.46
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,66.03,task_arithmetic_decompose,78.81,78.32000000000001,73.72,53.790000000000006,0.3,83.6,29.49
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,65.83,task_arithmetic_decompose,78.62,78.22,73.9,53.43,0.3,83.6,29.07
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,65.83,task_arithmetic_decompose,78.59,78.62,73.66,53.790000000000006,0.3,83.6,29.31
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,66.03,task_arithmetic_decompose,78.62,78.32000000000001,73.77,54.15,0.3,83.72,30.08
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,66.13,task_arithmetic_decompose,78.62,78.72,73.95,53.43,0.3,84.06,29.18
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,8.19,71.63000000000001,task_arithmetic_decompose,77.98,80.62,67.69,44.77,0.31,84.98,-4.8500000000000005
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,9.46,70.73,task_arithmetic_decompose,77.84,77.32,65.49000000000001,46.93,0.31,84.86,-13.65
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,69.83,task_arithmetic_decompose,78.01,79.42,69.82000000000001,44.04,0.31,84.28999999999999,7.68
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,66.53,task_arithmetic_decompose,79.32000000000001,78.72,73.77,50.9,0.31,84.06,24.67
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,65.83,task_arithmetic_decompose,78.78,78.42,74.00999999999999,53.790000000000006,0.31,84.06,28.85
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.93,task_arithmetic_decompose,78.78,78.42,73.96000000000001,53.790000000000006,0.31,84.39999999999999,29.67
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.73,task_arithmetic_decompose,78.59,78.52,73.96000000000001,54.15,0.31,84.39999999999999,29.7
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.73,task_arithmetic_decompose,78.59,78.52,73.96000000000001,54.15,0.31,84.39999999999999,29.73
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.73,task_arithmetic_decompose,78.59,78.52,73.96000000000001,54.15,0.31,84.39999999999999,29.67
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.73,task_arithmetic_decompose,78.59,78.42,74.08,54.15,0.31,84.39999999999999,29.78
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.73,task_arithmetic_decompose,78.59,78.52,74.08,53.790000000000006,0.31,84.39999999999999,29.8
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.63,task_arithmetic_decompose,78.59,78.52,74.08,54.15,0.31,84.39999999999999,29.34
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.73,task_arithmetic_decompose,78.78,78.42,74.08,53.43,0.31,84.52,29.59
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.63,task_arithmetic_decompose,78.78,78.32000000000001,74.08,53.790000000000006,0.31,84.06,30.42
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,66.23,task_arithmetic_decompose,78.41,78.82000000000001,74.14,53.790000000000006,0.31,84.63000000000001,29.47
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,7.51,72.43,task_arithmetic_decompose,77.79,80.82000000000001,68.97,44.77,0.32,85.44,-4.3
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,11.59,72.53,task_arithmetic_decompose,77.66,78.72,67.2,46.21,0.32,86.24000000000001,-13.15
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,70.03,task_arithmetic_decompose,78.01,79.22,70.58,45.49,0.32,84.52,8.309999999999999
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.72,65.93,task_arithmetic_decompose,79.53,78.62,74.3,52.35,0.32,84.52,25.02
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.63,task_arithmetic_decompose,78.97,78.32000000000001,74.08,53.790000000000006,0.32,84.63000000000001,29.07
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.53,task_arithmetic_decompose,78.97,78.22,73.96000000000001,53.43,0.32,84.75,29.81
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.83,task_arithmetic_decompose,78.78,78.22,74.14,53.43,0.32,84.75,29.82
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.83,task_arithmetic_decompose,78.78,78.32000000000001,74.14,53.43,0.32,84.75,29.84
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.83,task_arithmetic_decompose,78.78,78.22,74.14,53.43,0.32,84.75,29.79
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.83,task_arithmetic_decompose,78.78,78.22,74.14,53.43,0.32,84.75,29.9
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.83,task_arithmetic_decompose,78.78,78.32000000000001,74.14,53.790000000000006,0.32,84.75,29.9
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.73,task_arithmetic_decompose,78.78,78.22,74.14,53.43,0.32,84.86,29.44
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.83,task_arithmetic_decompose,78.78,78.42,74.08,54.15,0.32,84.75,29.72
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.53,task_arithmetic_decompose,78.78,78.32000000000001,74.08,53.43,0.32,84.75,30.520000000000003
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.83,task_arithmetic_decompose,78.59,78.42,74.14,52.71,0.32,85.09,29.56
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.03,72.33000000000001,task_arithmetic_decompose,77.39,80.52,69.16,44.4,0.33,85.32,-3.91
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,9.94,73.83,task_arithmetic_decompose,77.47,78.92,68.08,45.85,0.33,86.47,-12.95
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,70.03,task_arithmetic_decompose,78.33,79.12,71.33,46.57,0.33,85.09,8.81
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,66.13,task_arithmetic_decompose,79.91,78.32000000000001,73.9,52.71,0.33,85.21,25.180000000000003
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.63,task_arithmetic_decompose,79.34,78.22,73.96000000000001,53.06999999999999,0.33,85.21,29.110000000000003
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.53,task_arithmetic_decompose,78.97,78.42,74.14,54.15,0.33,85.21,29.770000000000003
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.33,task_arithmetic_decompose,78.59,78.42,74.2,54.15,0.33,85.21,29.71
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.42999999999999,task_arithmetic_decompose,78.59,78.52,74.2,54.15,0.33,85.32,29.73
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.53,task_arithmetic_decompose,78.59,78.52,74.2,54.15,0.33,85.32,29.65
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.42999999999999,task_arithmetic_decompose,78.59,78.42,74.2,54.15,0.33,85.21,29.78
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.53,task_arithmetic_decompose,78.59,78.52,74.2,54.15,0.33,85.32,29.78
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.23,task_arithmetic_decompose,78.41,78.42,74.2,54.15,0.33,85.32,29.33
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.83,task_arithmetic_decompose,78.78,78.22,74.03,54.15,0.33,85.21,29.59
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.42999999999999,task_arithmetic_decompose,78.59,78.22,74.32,54.15,0.33,85.21,30.47
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.93,task_arithmetic_decompose,78.41,78.62,74.49,54.15,0.33,85.32,29.48
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.03,72.63,task_arithmetic_decompose,76.92,80.72,69.93,44.4,0.34,85.55,-3.65
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,9.64,74.53,task_arithmetic_decompose,77.25,79.52,68.86,45.85,0.34,86.92999999999999,-13.01
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,69.83,task_arithmetic_decompose,78.08,79.12,71.99,46.57,0.34,85.55,9.27
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,66.13,task_arithmetic_decompose,79.47999999999999,78.12,73.85000000000001,51.99,0.34,85.44,25.22
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.53,task_arithmetic_decompose,79.13,78.32000000000001,74.2,53.790000000000006,0.34,85.44,29.0
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.33,task_arithmetic_decompose,79.16,78.32000000000001,74.67,53.790000000000006,0.34,85.44,29.61
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.42999999999999,task_arithmetic_decompose,78.78,78.42,74.67,53.790000000000006,0.34,85.44,29.53
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.33,task_arithmetic_decompose,78.19,78.42,74.67,53.790000000000006,0.34,85.44,29.54
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.23,task_arithmetic_decompose,78.41,78.42,74.67,53.790000000000006,0.34,85.32,29.46
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.33,task_arithmetic_decompose,78.19,78.32000000000001,74.67,53.790000000000006,0.34,85.32,29.57
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.33,task_arithmetic_decompose,78.19,78.42,74.67,53.790000000000006,0.34,85.44,29.56
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.33,task_arithmetic_decompose,78.59,78.32000000000001,74.67,53.790000000000006,0.34,85.44,29.09
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.23,task_arithmetic_decompose,78.75,78.22,74.49,53.790000000000006,0.34,85.55,29.360000000000003
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.23,task_arithmetic_decompose,78.57,78.32000000000001,74.49,53.43,0.34,85.21,30.25
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.53,task_arithmetic_decompose,78.59,78.52,74.67,53.790000000000006,0.34,85.89,29.23
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.23,73.42999999999999,task_arithmetic_decompose,76.92,80.62,71.44,44.04,0.35,86.11999999999999,-3.51
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,9.64,75.52,task_arithmetic_decompose,77.47,79.72,70.28,46.57,0.35,87.27000000000001,-13.19
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,6.68,69.53,task_arithmetic_decompose,78.46,78.72,72.18,46.57,0.35,85.78,9.59
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.63,task_arithmetic_decompose,79.47999999999999,78.12,74.38,52.71,0.35,85.67,25.1
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.13,task_arithmetic_decompose,79.51,78.42,74.83999999999999,53.43,0.35,85.67,28.75
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,64.84,task_arithmetic_decompose,79.32000000000001,78.32000000000001,75.25,53.43,0.35,85.67,29.32
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.03,task_arithmetic_decompose,78.94,78.32000000000001,75.25,52.35,0.35,85.67,29.22
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.13,task_arithmetic_decompose,78.73,78.22,75.31,52.35,0.35,85.55,29.21
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.23,task_arithmetic_decompose,78.73,78.22,75.14,52.35,0.35,85.55,29.12
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,64.94,task_arithmetic_decompose,78.73,78.22,75.31,52.35,0.35,85.55,29.25
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.03,task_arithmetic_decompose,78.73,78.22,75.31,52.71,0.35,85.67,29.23
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.13,task_arithmetic_decompose,78.94,78.12,75.14,52.35,0.35,85.67,28.75
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,65.23,task_arithmetic_decompose,78.92,78.12,75.25,52.35,0.35,85.67,29.0
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,64.94,task_arithmetic_decompose,79.13,77.92,75.08,52.71,0.35,85.55,29.9
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,0.0,64.94,task_arithmetic_decompose,78.75,78.52,75.08,53.06999999999999,0.35,85.89,28.85
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,9.68,56.84,task_arithmetic_decompose,28.53,82.52000000000001,69.86,53.43,0.3,74.53999999999999,-49.95
0,,,,cola+sst2+mrpc+stsb+qqp+mnli+qnli+rte,4.45,55.94,task_arithmetic,75.08,81.32000000000001,79.53,54.510000000000005,0.3,68.46,38.37
